Order_Id,Order_Date,Order_Status,Order_Region,Market,ISO3,Customer_Segment,Product_Id,Product_Name,Category_Name,Product_Price,Shipping_Date,Shipping_Mode,Shipment(real),Shipment(scheduled),Delivery_Status,Payment_Type,Item_Price,Item_Quantity,Sales,Profit_Capped,Year,GDP,Population,Delay_Days,Delivery_Quality,GDP_per_capita,Profit_Margin
54604,2017-03-08,PROCESSING,Central America,LATAM,HND,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2017-03-13,Standard Class,5,4,Late delivery,TRANSFER,50,4,200.0,3.2,2017,23136247990.5977,9588137.0,1,Slight Delay,2413.0076562941995,1.6
34336,2016-05-16,PROCESSING,West of USA,USCA,USA,Consumer,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2016-05-18,Standard Class,2,4,Advance shipping,TRANSFER,400,1,399.98001,161.27,2016,18695110842000.0,324353340.0,-2,Early,57638.10183671918,40.31951496776052
64727,2017-08-02,PENDING,Western Europe,Europe,NLD,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2017-08-05,Standard Class,3,4,Advance shipping,TRANSFER,60,5,299.95001,95.98,2017,848233537845.884,17131296.0,-1,Early,49513.68173463841,31.99866537760742
14419,2015-07-30,COMPLETE,Western Europe,Europe,FRA,Consumer,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99,2015-08-01,First Class,2,1,Late delivery,DEBIT,40,5,199.95,13.05,2015,2442483452642.5,66548272.0,1,Slight Delay,36702.43237333796,6.526631657914479
32904,2016-04-25,PENDING_PAYMENT,West of USA,USCA,USA,Home Office,885,Team Golf St. Louis Cardinals Putter Grip,Accessories,24.99,2016-04-30,Second Class,5,2,Late delivery,PAYMENT,25,3,74.97,-0.94,2016,18695110842000.0,324353340.0,3,Slight Delay,57638.10183671918,-1.2538348672802453
17847,2015-09-18,PENDING_PAYMENT,Western Europe,Europe,FRA,Corporate,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2015-09-21,Standard Class,3,4,Advance shipping,PAYMENT,60,5,299.95001,124.48,2015,2442483452642.5,66548272.0,-1,Early,36702.43237333796,41.50024865810139
18347,2015-09-25,PENDING,Western Europe,Europe,FRA,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2015-09-27,First Class,2,1,Late delivery,TRANSFER,50,2,100.0,30.86,2015,2442483452642.5,66548272.0,1,Slight Delay,36702.43237333796,30.86
43194,2016-09-22,COMPLETE,Eastern Europe,Europe,UKR,Home Office,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.99,2016-09-27,Standard Class,5,4,Late delivery,DEBIT,100,4,399.95999,93.95,2016,93355869403.9223,45616832.0,1,Slight Delay,2046.5224197051277,23.48984957220346
37010,2016-06-24,COMPLETE,East of USA,USCA,USA,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2016-06-30,Second Class,6,2,Late delivery,DEBIT,50,5,250.0,88.13,2016,18695110842000.0,324353340.0,4,Severe Delay,57638.10183671918,35.252
4875,2015-03-13,PENDING,Central America,LATAM,HND,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2015-03-19,Second Class,6,2,Late delivery,TRANSFER,60,5,299.95001,-17.48,2015,20979791685.416,9237305.0,4,Severe Delay,2271.2026598034818,-5.827637745369636
60021,2017-05-26,PROCESSING,Central America,LATAM,MEX,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2017-05-28,Standard Class,2,4,Advance shipping,TRANSFER,50,5,250.0,67.44,2017,1190721475906.0,123400057.0,-2,Early,9649.278167724024,26.976
32616,2016-04-21,COMPLETE,South of  USA,USCA,USA,Consumer,116,Nike Men's Comfort 2 Slide,Tennis & Racquet,44.99,2016-04-23,Standard Class,2,4,Advance shipping,DEBIT,45,4,179.96001,6.69,2016,18695110842000.0,324353340.0,-2,Early,57638.10183671918,3.717492569599213
4693,2015-03-10,PROCESSING,Central America,LATAM,MEX,Consumer,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2015-03-14,Standard Class,4,4,Shipping on time,TRANSFER,50,5,249.89999,61.4,2015,1213294467716.88,121072306.0,0,On Time,10021.23861188272,24.569828914358897
63440,2017-07-15,PENDING_PAYMENT,Northern Europe,Europe,GBR,Corporate,295,Fitbit The One Wireless Activity & Sleep Trac,Kids' Golf Clubs,99.95,2017-07-21,Standard Class,6,4,Late delivery,PAYMENT,100,5,499.75,162.67,2017,2699118387873.1,65966000.0,2,Slight Delay,40916.81150703545,32.55027513756878
17516,2015-09-13,PENDING_PAYMENT,Northern Europe,Europe,IRL,Corporate,116,Nike Men's Comfort 2 Slide,Tennis & Racquet,44.99,2015-09-15,Standard Class,2,4,Advance shipping,PAYMENT,45,2,89.98,-16.3,2015,302101388556.271,4701957.0,-2,Early,64250.13851812575,-18.115136697043788
32276,2016-04-16,COMPLETE,US Center,USCA,USA,Consumer,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.99,2016-04-18,Standard Class,2,4,Advance shipping,DEBIT,100,1,99.99,25.6,2016,18695110842000.0,324353340.0,-2,Early,57638.10183671918,25.6025602560256
22237,2015-11-21,PENDING_PAYMENT,Southeast Asia,Pacific Asia,PHL,Consumer,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.99,2015-11-24,Second Class,3,2,Late delivery,PAYMENT,100,2,199.98,-42.75,2015,306445871242.322,105312992.0,1,Slight Delay,2909.8581801030023,-21.377137713771376
19275,2015-10-09,PENDING_PAYMENT,Western Europe,Europe,FRA,Home Office,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2015-10-09,Same Day,0,0,Shipping on time,PAYMENT,200,1,199.99001,60.72,2015,2442483452642.5,66548272.0,0,On Time,36702.43237333796,30.361516557752054
52145,2017-01-31,PROCESSING,Central America,LATAM,MEX,Consumer,804,Glove It Women's Imperial Golf Glove,Golf Balls,19.99,2017-02-06,Second Class,6,2,Late delivery,TRANSFER,20,2,39.98,14.51,2017,1190721475906.0,123400057.0,4,Severe Delay,9649.278167724024,36.29314657328664
29422,2016-03-05,PENDING,Eastern Asia,Pacific Asia,CHN,Corporate,775,Clicgear 8.0 Shoe Brush,Golf Gloves,9.99,2016-03-08,Standard Class,3,4,Advance shipping,TRANSFER,10,2,19.98,1.69,2016,11456024084962.0,1387790000.0,-1,Early,8254.868593203582,8.458458458458457
27172,2016-02-01,PROCESSING,Eastern Asia,Pacific Asia,KOR,Home Office,823,Titleist Pro V1x High Numbers Personalized Go,Electronics,51.99,2016-02-04,Standard Class,3,4,Advance shipping,TRANSFER,52,1,51.99,12.48,2016,1579150518945.44,51217803.0,-1,Early,30832.062807251612,24.004616272360067
22596,2015-11-26,SUSPECTED_FRAUD,Southeast Asia,Pacific Asia,IDN,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2015-11-28,Second Class,2,2,Shipping canceled,TRANSFER,60,2,119.98,50.22,2015,860854232686.214,261799249.0,0,On Time,3288.2226972553844,41.85697616269378
32539,2016-04-19,COMPLETE,East of USA,USCA,USA,Corporate,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2016-04-24,Standard Class,5,4,Late delivery,DEBIT,130,1,129.99001,39.58,2016,18695110842000.0,324353340.0,1,Slight Delay,57638.10183671918,30.448493695784773
51601,2017-01-23,PENDING_PAYMENT,Central America,LATAM,MEX,Corporate,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2017-01-25,Standard Class,2,4,Advance shipping,PAYMENT,200,1,199.99001,80.64,2017,1190721475906.0,123400057.0,-2,Early,9649.278167724024,40.32201408460352
5760,2015-03-26,PENDING_PAYMENT,South America,LATAM,CHL,Home Office,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.99,2015-04-01,Standard Class,6,4,Late delivery,PAYMENT,100,2,199.98,-278.97,2015,242450355830.884,18047625.0,2,Slight Delay,13433.920298703237,-139.49894989498952
23657,2015-12-12,PENDING,Oceania,Pacific Asia,AUS,Consumer,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2015-12-14,First Class,2,1,Late delivery,TRANSFER,200,1,199.99001,20.34,2015,1356805839935.9,23815995.0,1,Slight Delay,56970.3613028093,10.170508016875441
55442,2017-03-20,COMPLETE,South America,LATAM,BRA,Corporate,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2017-03-23,Second Class,3,2,Late delivery,DEBIT,50,4,199.92,63.05,2017,2063514688805.78,204703445.0,1,Slight Delay,10080.507872282169,31.53761504601841
13813,2015-07-21,PENDING_PAYMENT,Western Europe,Europe,FRA,Home Office,771,Clicgear Rovic Cooler Bag,Golf Gloves,39.99,2015-07-25,Standard Class,4,4,Shipping on time,PAYMENT,40,3,119.97,55.26,2015,2442483452642.5,66548272.0,0,On Time,36702.43237333796,46.06151537884471
10070,2015-05-27,COMPLETE,South America,LATAM,BRA,Home Office,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2015-06-02,Standard Class,6,4,Late delivery,DEBIT,300,1,299.98001,-415.613,2015,1802211999456.42,201675532.0,2,Slight Delay,8936.195588944423,-138.54689850833728
37324,2016-06-28,PENDING_PAYMENT,West of USA,USCA,USA,Corporate,893,Team Golf Pittsburgh Steelers Putter Grip,Accessories,24.99,2016-06-30,First Class,2,1,Late delivery,PAYMENT,25,4,99.96,9.1,2016,18695110842000.0,324353340.0,1,Slight Delay,57638.10183671918,9.103641456582633
8905,2015-05-10,PROCESSING,Central America,LATAM,MEX,Corporate,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2015-05-16,Second Class,6,2,Late delivery,TRANSFER,200,1,199.99001,66.15,2015,1213294467716.88,121072306.0,4,Severe Delay,10021.23861188272,33.076652178776335
19247,2015-10-08,PENDING_PAYMENT,Western Europe,Europe,FRA,Home Office,572,TYR Boys' Team Digi Jammer,Girls' Apparel,39.99,2015-10-10,First Class,2,1,Late delivery,PAYMENT,40,3,119.97,39.83,2015,2442483452642.5,66548272.0,1,Slight Delay,36702.43237333796,33.19996665833125
59677,2017-05-21,SUSPECTED_FRAUD,Central America,LATAM,PAN,Home Office,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2017-05-24,Standard Class,3,4,Shipping canceled,TRANSFER,60,2,119.98,-80.9,2017,64327688826.3137,4098707.0,-1,Early,15694.629751849472,-67.42790465077513
23521,2015-12-10,PROCESSING,Eastern Asia,Pacific Asia,JPN,Corporate,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2015-12-12,Second Class,2,2,Shipping on time,TRANSFER,300,1,299.98001,0.0,2015,4444930651964.18,127141000.0,0,On Time,34960.63938433849,0.0
30220,2016-03-17,ON_HOLD,Southeast Asia,Pacific Asia,MYS,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-03-23,Standard Class,6,4,Late delivery,DEBIT,60,3,179.97,80.34,2016,301256033870.334,31789685.0,2,Slight Delay,9476.534098099242,44.64077346224371
27459,2016-02-05,PENDING_PAYMENT,Eastern Asia,Pacific Asia,CHN,Consumer,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2016-02-10,Second Class,5,2,Late delivery,PAYMENT,50,2,99.96,-58.18,2016,11456024084962.0,1387790000.0,3,Slight Delay,8254.868593203582,-58.203281312525014
61033,2017-06-09,PROCESSING,Central America,LATAM,MEX,Home Office,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.99,2017-06-10,Same Day,1,0,Late delivery,TRANSFER,100,4,399.95999,36.0,2017,1190721475906.0,123400057.0,1,Slight Delay,9649.278167724024,9.000900315054013
53643,2017-02-22,COMPLETE,Caribbean,LATAM,CUB,Corporate,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2017-02-26,Second Class,4,2,Late delivery,DEBIT,60,2,119.98,33.8,2017,96850649700.0,11247829.0,2,Slight Delay,8610.608296054288,28.17136189364894
14816,2015-08-05,PROCESSING,Western Europe,Europe,DEU,Home Office,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2015-08-07,Standard Class,2,4,Advance shipping,TRANSFER,60,5,299.95001,-118.26,2015,3425099578746.09,81686611.0,-2,Early,41929.754911072145,-39.426569780744465
42413,2016-09-11,PENDING_PAYMENT,West Africa,Africa,LBR,Corporate,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2016-09-15,Second Class,4,2,Late delivery,PAYMENT,200,1,199.99001,73.5,2016,3398419600.0,4755608.0,2,Slight Delay,714.6130631456588,36.75183575419592
39924,2016-08-05,PENDING_PAYMENT,East of USA,USCA,USA,Home Office,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2016-08-10,Standard Class,5,4,Late delivery,PAYMENT,300,1,299.98001,97.64,2016,18695110842000.0,324353340.0,1,Slight Delay,57638.10183671918,32.54883550407242
3531,2015-02-21,COMPLETE,Central America,LATAM,NIC,Consumer,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2015-02-23,Second Class,2,2,Shipping on time,DEBIT,50,5,249.89999,81.34,2015,12756696261.0676,6149417.0,0,On Time,2074.456206347301,32.54902091032497
56754,2017-04-08,COMPLETE,Caribbean,LATAM,DOM,Corporate,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2017-04-10,First Class,2,1,Late delivery,DEBIT,130,1,129.99001,35.67,2017,79070274743.1658,10666843.0,1,Slight Delay,7412.715715715119,27.440570240743885
6139,2015-03-31,PROCESSING,Central America,LATAM,MEX,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2015-04-02,First Class,2,1,Late delivery,TRANSFER,50,5,250.0,100.05,2015,1213294467716.88,121072306.0,1,Slight Delay,10021.23861188272,40.02
40507,2016-08-14,COMPLETE,US Center,USCA,USA,Corporate,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99,2016-08-16,First Class,2,1,Late delivery,DEBIT,40,3,119.97,34.43,2016,18695110842000.0,324353340.0,1,Slight Delay,57638.10183671918,28.69884137701092
48358,2016-12-06,ON_HOLD,West Africa,Africa,NGA,Consumer,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2016-12-07,Same Day,1,0,Late delivery,DEBIT,400,1,399.98001,-415.613,2016,404649125252.16,195443700.0,1,Slight Delay,2070.4127339594984,-103.90844282443015
62059,2017-06-24,PENDING,Western Europe,Europe,FRA,Corporate,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2017-06-29,Standard Class,5,4,Late delivery,TRANSFER,50,5,250.0,97.53,2017,2588868323334.71,66918020.0,1,Slight Delay,38687.16264071636,39.012
49446,2016-12-22,COMPLETE,West Asia,Pacific Asia,TUR,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2016-12-24,First Class,2,1,Late delivery,DEBIT,50,5,250.0,-36.6,2016,,,1,Slight Delay,,-14.64
12681,2015-07-05,PENDING_PAYMENT,Western Europe,Europe,BEL,Consumer,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2015-07-07,Standard Class,2,4,Advance shipping,PAYMENT,50,4,199.92,76.33,2015,461044767544.531,11274196.0,-2,Early,40893.804537772005,38.18027210884354
12944,2015-07-08,PROCESSING,Western Europe,Europe,DEU,Corporate,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2015-07-13,Second Class,5,2,Late delivery,TRANSFER,130,1,129.99001,56.16,2015,3425099578746.09,81686611.0,3,Slight Delay,41929.754911072145,43.203320008976064
34939,2016-05-25,COMPLETE,West of USA,USCA,USA,Consumer,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2016-05-30,Standard Class,5,4,Late delivery,DEBIT,400,1,399.98001,91.0,2016,18695110842000.0,324353340.0,1,Slight Delay,57638.10183671918,22.75113698807098
67951,2017-09-18,PENDING_PAYMENT,Southern Europe,Europe,ITA,Corporate,1059,Pelican Maverick 100X Kayak,Water Sports,349.99,2017-09-20,First Class,2,1,Late delivery,PAYMENT,350,1,349.98999,171.5,2017,1970720904584.71,60002252.0,1,Slight Delay,32844.11566060404,49.00140144008119
12904,2015-07-08,COMPLETE,Northern Europe,Europe,DNK,Consumer,172,Nike Women's Tempo Shorts,Cardio Equipment,30.0,2015-07-13,Standard Class,5,4,Late delivery,DEBIT,30,2,60.0,29.4,2015,301758922337.637,5683483.0,1,Slight Delay,53094.01336075731,49.0
30292,2016-03-18,PENDING,South Asia,Pacific Asia,BGD,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2016-03-20,First Class,2,1,Late delivery,TRANSFER,50,5,250.0,-36.75,2016,265224515675.034,160811932.0,1,Slight Delay,1649.2838085860071,-14.7
44364,2016-10-09,COMPLETE,Central Africa,Africa,COG,Corporate,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2016-10-14,Standard Class,5,4,Late delivery,DEBIT,400,1,399.98001,-268.79,2016,10931328150.8478,5222536.0,1,Slight Delay,2093.107285588419,-67.20085836289668
33082,2016-04-27,COMPLETE,US Center,USCA,USA,Home Office,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-04-30,Standard Class,3,4,Advance shipping,DEBIT,60,3,179.97,68.71,2016,18695110842000.0,324353340.0,-1,Early,57638.10183671918,38.178585319775515
68520,2017-09-27,ON_HOLD,Western Europe,Europe,AUT,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2017-10-03,Standard Class,6,4,Late delivery,DEBIT,60,5,299.95001,85.25,2017,414926138132.691,8797566.0,2,Slight Delay,47163.74257751417,28.421402619723196
26347,2016-01-20,PENDING,South Asia,Pacific Asia,IND,Consumer,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2016-01-23,Standard Class,3,4,Advance shipping,TRANSFER,50,2,99.96,35.24,2016,2294796885663.16,1343944296.0,-1,Early,1707.5089291224315,35.254101640656266
55578,2017-03-22,COMPLETE,South America,LATAM,PER,Home Office,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2017-03-26,Standard Class,4,4,Shipping on time,DEBIT,300,1,299.98001,21.26,2017,211007984080.911,31324637.0,0,On Time,6736.166937254884,7.087138906355794
20919,2015-11-02,COMPLETE,Oceania,Pacific Asia,AUS,Corporate,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99,2015-11-07,Second Class,5,2,Late delivery,DEBIT,40,4,159.96001,41.03,2015,1356805839935.9,23815995.0,3,Slight Delay,56970.3613028093,25.650160937099216
16229,2015-08-25,COMPLETE,Northern Europe,Europe,GBR,Corporate,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2015-08-30,Second Class,5,2,Late delivery,DEBIT,400,1,399.98001,3.64,2015,2945579890258.46,65088000.0,3,Slight Delay,45255.34492162088,0.9100454795228393
49645,2016-12-25,COMPLETE,West Africa,Africa,NGA,Corporate,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-12-31,Second Class,6,2,Late delivery,DEBIT,60,2,119.98,34.85,2016,404649125252.16,195443700.0,4,Severe Delay,2070.4127339594984,29.046507751291884
26812,2016-01-27,PENDING,Eastern Asia,Pacific Asia,CHN,Corporate,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-01-27,Same Day,0,0,Shipping on time,TRANSFER,60,2,119.98,30.04,2016,11456024084962.0,1387790000.0,0,On Time,8254.868593203582,25.03750625104184
25439,2016-01-07,PROCESSING,Oceania,Pacific Asia,AUS,Corporate,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2016-01-12,Standard Class,5,4,Late delivery,TRANSFER,400,1,399.98001,122.75,2016,1211588128417.61,24190907.0,1,Slight Delay,50084.444060638576,30.689033684458384
70366,2017-10-24,COMPLETE,Northern Europe,Europe,GBR,Corporate,1350,Children's heaters,Children's Clothing,357.1,2017-10-26,Standard Class,2,4,Advance shipping,DEBIT,357,1,357.10001,33.49,2017,2699118387873.1,65966000.0,-2,Early,40916.81150703545,9.378325136423268
22088,2015-11-19,PENDING,Eastern Asia,Pacific Asia,CHN,Home Office,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2015-11-23,Second Class,4,2,Late delivery,TRANSFER,50,4,200.0,47.6,2015,11280814787468.9,1379860000.0,2,Slight Delay,8175.33285077392,23.8
65699,2017-08-17,PENDING_PAYMENT,Northern Europe,Europe,IRL,Consumer,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2017-08-22,Standard Class,5,4,Late delivery,PAYMENT,400,1,399.98001,127.76,2017,348355212568.515,4827445.0,1,Slight Delay,72161.40475313857,31.94159628127416
23759,2015-12-13,COMPLETE,Oceania,Pacific Asia,AUS,Home Office,728,LIJA Women's Eyelet Sleeveless Golf Polo,Golf Shoes,65.0,2015-12-18,Standard Class,5,4,Late delivery,DEBIT,65,4,260.0,118.53,2015,1356805839935.9,23815995.0,1,Slight Delay,56970.3613028093,45.58846153846154
27055,2016-01-30,PENDING_PAYMENT,Southeast Asia,Pacific Asia,VNM,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-02-05,Standard Class,6,4,Late delivery,PAYMENT,60,2,119.98,47.37,2016,257096001177.982,94000117.0,2,Slight Delay,2735.0604380416034,39.481580263377225
45211,2016-10-21,PENDING_PAYMENT,Southern Africa,Africa,ZAF,Corporate,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2016-10-23,Standard Class,2,4,Advance shipping,PAYMENT,400,1,399.98001,80.92,2016,323585509674.481,57259551.0,-2,Early,5651.205851657499,20.231011044776963
61315,2017-06-14,COMPLETE,South America,LATAM,BRA,Home Office,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2017-06-20,Standard Class,6,4,Late delivery,DEBIT,60,5,299.95001,73.79,2017,2063514688805.78,204703445.0,2,Slight Delay,10080.507872282169,24.600765974303517
27267,2016-02-03,COMPLETE,Eastern Asia,Pacific Asia,CHN,Consumer,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2016-02-03,Same Day,0,0,Shipping on time,DEBIT,300,1,299.98001,74.7,2016,11456024084962.0,1387790000.0,0,On Time,8254.868593203582,24.901659280563397
2842,2015-02-11,COMPLETE,Caribbean,LATAM,DOM,Home Office,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2015-02-13,First Class,2,1,Late delivery,DEBIT,60,1,59.99,23.9,2015,70966782572.4386,10434829.0,1,Slight Delay,6800.953093954736,39.83997332888814
2562,2015-02-07,COMPLETE,Caribbean,LATAM,DOM,Corporate,797,Hirzl Women's Soffft Flex Golf Glove,Golf Balls,17.99,2015-02-10,Standard Class,3,4,Advance shipping,DEBIT,18,1,17.99,-13.25,2015,70966782572.4386,10434829.0,-1,Early,6800.953093954736,-73.6520289049472
30512,2016-03-21,PROCESSING,Oceania,Pacific Asia,NZL,Consumer,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2016-03-23,First Class,2,1,Late delivery,TRANSFER,300,1,299.98001,21.37,2016,189100085275.23,4714100.0,1,Slight Delay,40113.71953824272,7.123808016407494
65508,2017-08-14,ON_HOLD,Western Europe,Europe,DEU,Corporate,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2017-08-18,Second Class,4,2,Late delivery,DEBIT,200,1,199.99001,40.5,2017,3765351626105.89,82657002.0,2,Slight Delay,45553.93414953388,20.251011538026322
40694,2016-08-17,COMPLETE,East of USA,USCA,USA,Corporate,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99,2016-08-22,Standard Class,5,4,Late delivery,DEBIT,40,2,79.98,20.08,2016,18695110842000.0,324353340.0,1,Slight Delay,57638.10183671918,25.10627656914228
22777,2015-11-29,COMPLETE,Southeast Asia,Pacific Asia,PHL,Corporate,93,Under Armour Men's Tech II T-Shirt,Lacrosse,24.99,2015-12-01,First Class,2,1,Late delivery,DEBIT,25,1,24.99,6.81,2015,306445871242.322,105312992.0,1,Slight Delay,2909.8581801030023,27.25090036014406
33013,2016-04-26,COMPLETE,East of USA,USCA,USA,Home Office,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2016-04-30,Second Class,4,2,Late delivery,DEBIT,300,1,299.98001,112.79,2016,18695110842000.0,324353340.0,2,Slight Delay,57638.10183671918,37.59917202482926
55937,2017-03-27,PENDING,Caribbean,LATAM,CUB,Consumer,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2017-03-29,First Class,2,1,Late delivery,TRANSFER,130,1,129.99001,44.46,2017,96850649700.0,11247829.0,1,Slight Delay,8610.608296054288,34.20262834043939
8205,2015-04-30,PENDING,Caribbean,LATAM,DOM,Consumer,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.99,2015-05-06,Second Class,6,2,Late delivery,TRANSFER,100,1,99.99,29.05,2015,70966782572.4386,10434829.0,4,Severe Delay,6800.953093954736,29.052905290529058
63896,2017-07-21,PENDING_PAYMENT,Western Europe,Europe,FRA,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2017-07-23,Standard Class,2,4,Advance shipping,PAYMENT,50,4,200.0,88.83,2017,2588868323334.71,66918020.0,-2,Early,38687.16264071636,44.415
49637,2016-12-25,PROCESSING,Southern Africa,Africa,ZAF,Consumer,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2016-12-28,Standard Class,3,4,Advance shipping,TRANSFER,130,1,129.99001,61.75,2016,323585509674.481,57259551.0,-1,Early,5651.205851657499,47.50365047283249
69779,2017-10-15,CLOSED,Western Europe,Europe,DEU,Corporate,1349,Web Camera,Cameras,452.04,2017-10-20,Standard Class,5,4,Late delivery,CASH,452,1,452.04001,81.55,2017,3765351626105.89,82657002.0,1,Slight Delay,45553.93414953388,18.04043850012303
14539,2015-08-01,COMPLETE,Northern Europe,Europe,GBR,Corporate,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2015-08-06,Standard Class,5,4,Late delivery,DEBIT,400,1,399.98001,118.99,2015,2945579890258.46,65088000.0,1,Slight Delay,45255.34492162088,29.748986705610612
30335,2016-03-18,PROCESSING,Oceania,Pacific Asia,NZL,Corporate,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-03-24,Standard Class,6,4,Late delivery,TRANSFER,60,2,119.98,-82.64,2016,189100085275.23,4714100.0,2,Slight Delay,40113.71953824272,-68.8781463577263
53853,2017-02-25,PENDING,Caribbean,LATAM,DOM,Home Office,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2017-03-01,Standard Class,4,4,Shipping on time,TRANSFER,300,1,299.98001,73.71,2017,79070274743.1658,10666843.0,0,On Time,7412.715715715119,24.571637290098096
49128,2016-12-18,PENDING_PAYMENT,North Africa,Africa,DZA,Consumer,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2016-12-22,Second Class,4,2,Late delivery,PAYMENT,50,1,49.98,15.29,2016,180763839522.151,40850721.0,2,Slight Delay,4424.985290275562,30.592236894757903
24680,2015-12-27,PENDING,Oceania,Pacific Asia,AUS,Consumer,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99,2016-01-02,Standard Class,6,4,Late delivery,TRANSFER,40,1,39.99,3.34,2015,1356805839935.9,23815995.0,2,Slight Delay,56970.3613028093,8.352088022005502
